aum_label,aum,date,instrument_id,signed_position,abs_position,max_position_by_adv,feature_short_dsi,short_dsi,short_dsi_pct,borrow_tier,target_r_overnight_next,adv_dollar,adv_share_pct,cap_utilization,gross_pnl_contribution,high_short_interest_gt_10pct
1b,1000000000.0,2013-04-05,362,5028425.7115727505,5028425.7115727505,5028425.7115727505,0.009437818587493757,0.009437818587493757,0.07442258340461934,A,6.847448552615987e-07,100568514.231455,5.0,1.0,3.4431886360645843,False
1b,1000000000.0,2013-04-05,363,13016417.595,13016417.595,13016417.595,0.011020030162023856,0.011020030162023856,0.11633875106929,A,0.0008510196877826726,260328351.9,5.0,1.0,11077.227637745786,False
1b,1000000000.0,2013-04-05,410,-6865757.495000001,6865757.495000001,6865757.495000001,0.018175422645234446,0.018175422645234446,0.31394354148845166,A,0.017097051347836123,137315149.9,5.0,1.0,-117384.20843380573,False
1b,1000000000.0,2013-04-05,468,-6458715.8875,6458715.8875,6458715.8875,0.012657913307008845,0.012657913307008845,0.16253207869974337,A,0.0009848566868424502,129174317.75,5.0,1.0,-6360.909530219946,False
1b,1000000000.0,2013-04-05,482,-17575005.0881945,17575005.0881945,17575005.0881945,0.010917078171550552,0.010917078171550552,0.11377245508982035,A,-0.0008522090040187225,351500101.76388997,5.000000000000001,1.0,14977.577581834215,False
1b,1000000000.0,2013-04-05,485,-11716546.324625,11716546.324625,11716546.324625,0.0288207322015819,0.0288207322015819,0.5124037639007699,A,0.0010231106579381422,234330926.4925,5.0,1.0,-11987.323418949805,False
1b,1000000000.0,2013-04-05,490,2094517.0775,2094517.0775,2094517.0775,0.0027423581723412887,0.0027423581723412887,0.01283147989734816,A,0.005756750459919635,41890341.55,5.0,1.0,12057.612149207655,False
1b,1000000000.0,2013-04-05,495,-4261796.085,4261796.085,4261796.085,0.0327760615451293,0.0327760615451293,0.5688622754491018,A,-0.0004449934389653132,85235921.69999999,5.000000000000001,1.0,1896.4712960330583,False
1b,1000000000.0,2013-04-05,506,-10590221.6475,10590221.6475,10590221.6475,0.018001247246635977,0.018001247246635977,0.3105218135158255,A,0.014596569330099118,211804432.95000002,5.0,1.0,-154580.90449885026,False
1b,1000000000.0,2013-04-05,513,8922366.377500001,8922366.377500001,8922366.377500001,0.054766718298760814,0.054766718298760814,0.7485029940119761,A,-0.0015682267794210336,178447327.55,5.0,1.0,-13992.293889001341,False
1b,1000000000.0,2013-04-05,526,-2081093.895,2081093.895,2081093.895,0.01057436420263479,0.01057436420263479,0.1009409751924722,A,-2.2820689051794574e-06,41621877.9,5.0,1.0,4.749199666538303,False
1b,1000000000.0,2013-04-05,599,1501914.9536499998,1501914.9536499998,1501914.9536499998,0.05527164069595108,0.05527164069595108,0.7544910179640718,A,0.002451305092616707,30038299.072999995,5.0,1.0,3681.6517745594297,False
1b,1000000000.0,2013-04-05,622,-1315420.1987030003,1315420.1987030003,1315420.1987030003,0.006757447196371257,0.006757447196371257,0.03849443969204448,A,-0.0020590403710403216,26308403.974060006,5.0,1.0,2708.5032940113592,False
1b,1000000000.0,2013-04-05,674,1754475.9223250002,1754475.9223250002,1754475.9223250002,0.010435712594105896,0.010435712594105896,0.09666381522668947,A,0.012117793446932756,35089518.4465,5.0,1.0,21260.37683435119,False
1b,1000000000.0,2013-04-05,693,-1531108.25,1531108.25,1531108.25,0.0031949333585179415,0.0031949333585179415,0.015397775876817793,A,-0.00020740324346435468,30622165.0,5.0,1.0,317.556817145032,False
1b,1000000000.0,2013-04-05,704,-9705829.332500001,9705829.332500001,9705829.332500001,0.02362196085469692,0.02362196085469692,0.4388366124893071,A,-0.0009227948250871698,194116586.65,5.0,1.0,8956.48908121026,False
1b,1000000000.0,2013-04-05,716,16180925.37,16180925.37,16180925.37,0.1476720359942528,0.1476720359942528,0.9478186484174508,B,0.003651037838211302,323618507.4,5.0,1.0,59077.17078314321,True
1b,1000000000.0,2013-04-05,816,16067382.75,16067382.75,16067382.75,0.3576933303628842,0.3576933303628842,0.9965782720273738,C,0.002672731706568676,321347655.0,5.0,1.0,42943.80331749961,True
1b,1000000000.0,2013-04-05,843,11943804.588200001,11943804.588200001,11943804.588200001,0.06324424032669951,0.06324424032669951,0.7921300256629598,A,0.004478102087643654,238876091.764,5.0,1.0,53485.576260826274,False
1b,1000000000.0,2013-04-05,904,4216588.45192975,4216588.45192975,4216588.45192975,0.04424194037127482,0.04424194037127482,0.6843455945252352,A,-0.003638449334299576,84331769.03859499,5.0,1.0,-15341.84344593908,False
1b,1000000000.0,2013-04-05,942,-2505619.1315,2505619.1315,2505619.1315,0.0422594431967067,0.0422594431967067,0.6740804106073567,A,-0.00013947001394709613,50112382.63,5.0,1.0,349.4587352164159,False
1b,1000000000.0,2013-04-05,954,5109641.285,5109641.285,5109641.285,0.062045980166275314,0.062045980166275314,0.7887082976903336,A,0.0029136241946678965,102192825.7,5.0,1.0,14887.574474049961,False
1b,1000000000.0,2013-04-05,993,1144133.6300000001,1144133.6300000001,1144133.6300000001,0.012989364209159306,0.012989364209159306,0.17023096663815226,A,-0.0006591812348760717,22882672.6,5.0,1.0,-754.1914190866427,False
1b,1000000000.0,2013-04-05,1081,2997663.6804335,2997663.6804335,2997663.6804335,0.05815345992424268,0.05815345992424268,0.76732249786142,A,0.0016806890857996581,59953273.608669996,5.0,1.0,5038.140630602617,False
1b,1000000000.0,2013-04-05,1186,1758472.57,1758472.57,1758472.57,0.021022233137950378,0.021022233137950378,0.3798118049615056,A,0.0015092930846305475,35169451.4,5.0,1.0,2654.0504894135065,False
1b,1000000000.0,2013-04-05,1214,-3057144.295,3057144.295,3057144.295,0.029180126913804717,0.029180126913804717,0.5183917878528657,A,-0.003387967469544728,61142885.9,5.0,1.0,10357.505421164251,False
1b,1000000000.0,2013-04-05,1223,4271666.322550001,4271666.322550001,4271666.322550001,0.07292747139262072,0.07292747139262072,0.8306244653550042,B,0.00045641259698769865,85433326.451,5.0,1.0,1949.642319739938,False
1b,1000000000.0,2013-04-05,1327,5481044.338925,5481044.338925,5481044.338925,0.03895301545264303,0.03895301545264303,0.6415739948674081,A,-0.0006215038083183799,109620886.7785,5.0,1.0,-3406.4899302037848,False
1b,1000000000.0,2013-04-05,1342,-5898760.973132752,5898760.973132752,5898760.973132752,0.021779085625475588,0.021779085625475588,0.397775876817793,A,-0.0022991322701079175,117975219.46265504,5.0,1.0,13562.031706982692,False
1b,1000000000.0,2013-04-05,1410,1414987.977925,1414987.977925,1414987.977925,0.22921668958905694,0.22921668958905694,0.9854576561163387,C,0.003997661581534695,28299759.5585,5.0,1.0,5656.643077684235,True
1b,1000000000.0,2013-04-05,1440,2923095.636705,2923095.636705,2923095.636705,0.1377009928887102,0.1377009928887102,0.9409751924721984,B,0.0023245002324499,58461912.7341,5.0,1.0,6794.73648699406,True
1b,1000000000.0,2013-04-05,1457,2818910.805,2818910.805,2818910.805,0.16076910170465372,0.16076910170465372,0.9555175363558597,C,-0.011362485095053665,56378216.1,5.0,1.0,-32029.83200609823,True
1b,1000000000.0,2013-04-05,1485,8352057.628900001,8352057.628900001,8352057.628900001,0.25711497568835245,0.25711497568835245,0.9888793840889649,C,0.0011530049433048362,167041152.578,5.0,1.0,9629.96373288857,True
1b,1000000000.0,2013-04-08,13,8091107.0725,8091107.0725,8091107.0725,0.07246167699678896,0.07246167699678896,0.8297690333618477,B,-0.00399334442595678,161822141.45,5.0,1.0,-32310.577327787352,False
1b,1000000000.0,2013-04-08,25,-15896527.4725,15896527.4725,15896527.4725,0.010575824837379405,0.010575824837379405,0.10179640718562874,A,0.001187295933511523,317930549.45,5.0,1.0,-18873.88242505346,False
1b,1000000000.0,2013-04-08,26,7329721.918925001,7329721.918925001,7329721.918925001,0.01263641210956147,0.01263641210956147,0.15911035072711718,A,0.0029062149528322756,146594438.3785,5.0,1.0,21301.74744088232,False
1b,1000000000.0,2013-04-08,27,-4652772.4840095,4652772.4840095,4652772.4840095,0.013703869455349432,0.013703869455349432,0.18733960650128315,A,1.6896614793981968e-06,93055449.68018998,5.0,1.0,-7.861610438634714,False
1b,1000000000.0,2013-04-08,29,-1222017.8725,1222017.8725,1222017.8725,0.041006950732271154,0.041006950732271154,0.6612489307100086,A,0.005493813007888315,24440357.45,5.0,1.0,-6713.537683812505,False
1b,1000000000.0,2013-04-08,32,-59262357.597925,59262357.597925,59262357.597925,0.012871758306790005,0.012871758306790005,0.16766467065868262,A,0.004897380372997695,1185247151.9585,5.0,1.0,-290230.3069576487,False
1b,1000000000.0,2013-04-08,51,92669182.68,92669182.68,92669182.68,0.01439281006912425,0.01439281006912425,0.20872540633019676,A,0.0032798222818342104,1853383653.6000001,5.0,1.0,303938.4501932289,False
1b,1000000000.0,2013-04-08,64,37151518.755,37151518.755,37151518.755,0.011593248796660464,0.011593248796660464,0.1317365269461078,A,0.003402099207918674,743030375.1,5.0,1.0,126393.15252936128,False
1b,1000000000.0,2013-04-08,80,9680195.957825001,9680195.957825001,9680195.957825001,0.008559733683629845,0.008559733683629845,0.058169375534645,A,0.0025076908698966616,193603919.1565,5.0,1.0,24274.939022248323,False
1b,1000000000.0,2013-04-08,110,21192525.617500003,21192525.617500003,21192525.617500003,0.008518259600226032,0.008518259600226032,0.055603079555175364,A,0.001379944802207822,423850512.35,5.0,1.0,29244.515571525244,False
1b,1000000000.0,2013-04-08,114,8411144.001124999,8411144.001124999,8411144.001124999,0.06635801622825384,0.06635801622825384,0.8058169375534645,B,-0.00027483853236220934,168222880.02249995,5.000000000000001,1.0,-2311.7064727563957,False
1b,1000000000.0,2013-04-08,122,-7035914.740000001,7035914.740000001,7035914.740000001,0.014158414183988947,0.014158414183988947,0.20017108639863132,A,0.003149266161861508,140718294.8,5.0,1.0,-22157.968208424616,False
1b,1000000000.0,2013-04-08,126,-20324210.330000002,20324210.330000002,20324210.330000002,0.009031105144800149,0.009031105144800149,0.06672369546621043,A,0.0012580022811026215,406484206.6,5.0,1.0,-25567.902956749465,False
1b,1000000000.0,2013-04-08,142,-7419125.0225,7419125.0225,7419125.0225,0.012100999913866763,0.012100999913866763,0.1437125748502994,A,0.0016489290263959067,148382500.45,5.0,1.0,-12233.610600060434,False
1b,1000000000.0,2013-04-08,158,-10707068.267250001,10707068.267250001,10707068.267250001,0.01728988276488136,0.01728988276488136,0.29426860564585117,A,0.001182343926672269,214141365.34500003,5.0,1.0,-12659.437138248415,False
