return_stream,mean,std,min,median,max
annual_overnight,0.1051025957593241,0.10640518779780422,-0.10897744652661201,0.10821832202751835,0.29947538158325093
annual_intraday,0.05082033125867583,0.11553034087375197,-0.17905357602182592,0.02364177651371846,0.2161933846681523
annual_close_to_close,0.15772296761649165,0.15023479294568515,-0.13477711581003315,0.20144256975633335,0.3950012244985859
