aum_label,aum,threshold_feature_short_dsi,excluded_stock_days,net_ann_ret_pct,net_ann_vol_pct,net_sharpe,gross_sharpe,max_drawdown_pct,avg_daily_turnover_one_way_pct,avg_gross_exposure_pct,peak_gross_exposure_pct,frac_days_below_95pct_gross_pct,trade_cost_ann_bps,borrow_cost_ann_bps,active_days,total_days
50m,50000000.0,0.1,416629,0.7582974498853002,2.396157358545773,0.3164639614259352,0.9141666843008363,-6.437235697395582,11.955113140336191,14.006622516556291,100.00000000000003,85.99337748344371,142.19274512744727,2.8013245033112577,423,3020
250m,250000000.0,0.1,416629,0.8241058949936875,2.4342797164909498,0.3385419881744931,0.9268893907390234,-6.768074156952242,11.907779792921959,14.004399667729691,100.00000000000003,86.02649006622516,142.25106832824443,2.8013245033112573,423,3020
1b,1000000000.0,0.1,416629,1.8949681800745097,2.6422204053306224,0.7171877774660481,1.1520074735433796,-5.0999397456199524,9.643400146190327,11.397653362392509,100.00000000000003,96.8543046357616,116.02033015954602,1.9492384245918595,423,3020
