date,net_daily_return
2013-01-02,0.0
2013-01-03,0.0
2013-01-04,0.0
2013-01-07,0.0
2013-01-08,0.0
2013-01-09,0.0
2013-01-10,0.0
2013-01-11,0.0
2013-01-14,0.0
2013-01-15,0.0
2013-01-16,0.0
2013-01-17,0.0
2013-01-18,0.0
2013-01-22,0.0
2013-01-23,0.0
2013-01-24,0.0
2013-01-25,0.0
2013-01-28,0.0
2013-01-29,0.0
2013-01-30,0.0
2013-01-31,0.0
2013-02-01,0.0
2013-02-04,0.0
2013-02-05,0.0
2013-02-06,0.0
2013-02-07,0.0
2013-02-08,0.0
2013-02-11,0.0
2013-02-12,0.0
2013-02-13,0.0
2013-02-14,0.0
2013-02-15,0.0
2013-02-19,0.0
2013-02-20,0.0
2013-02-21,0.0
2013-02-22,0.0
2013-02-25,0.0
2013-02-26,0.0
2013-02-27,0.0
2013-02-28,0.0
2013-03-01,0.0
2013-03-04,0.0
2013-03-05,0.0
2013-03-06,0.0
2013-03-07,0.0
2013-03-08,0.0
2013-03-11,0.0
2013-03-12,0.0
2013-03-13,0.0
2013-03-14,0.0
2013-03-15,0.0
2013-03-18,0.0
2013-03-19,0.0
2013-03-20,0.0
2013-03-21,0.0
2013-03-22,0.0
2013-03-25,0.0
2013-03-26,0.0
2013-03-27,0.0
2013-03-28,0.0
2013-04-01,0.0
2013-04-02,0.0
2013-04-03,0.0
2013-04-04,0.0
2013-04-05,-0.00019846652292170364
2013-04-08,0.0003576759124367114
2013-04-09,-0.00013959207049592573
2013-04-10,0.0
2013-04-11,0.0
2013-04-12,0.0
2013-04-15,0.0
2013-04-16,0.0
2013-04-17,-0.000768257673533363
2013-04-18,0.0005106386565787721
2013-04-19,-9.112300577753573e-05
2013-04-22,0.0
2013-04-23,0.0
2013-04-24,0.0
2013-04-25,0.0
2013-04-26,0.0
2013-04-29,0.0
2013-04-30,0.0
2013-05-01,0.0
2013-05-02,0.0
2013-05-03,-0.0001632517808995014
2013-05-06,-0.0001007207204147873
2013-05-07,0.0
2013-05-08,0.0
2013-05-09,0.0
2013-05-10,0.0
2013-05-13,0.0
2013-05-14,0.0
2013-05-15,0.0
2013-05-16,0.0
2013-05-17,0.0
2013-05-20,0.0
2013-05-21,0.0
2013-05-22,0.0
2013-05-23,0.0005106323731719395
2013-05-24,0.0011966399520264778
2013-05-28,0.0017487106529078045
2013-05-29,-0.0041862337234927815
2013-05-30,-0.00017786100637616573
2013-05-31,-9.012326797180176e-06
2013-06-03,-0.00020000000000000004
2013-06-04,-0.00010996289259954006
2013-06-05,-1.8876680179080376e-06
2013-06-06,-7.094394342682828e-05
2013-06-07,-0.00013597274619435193
2013-06-10,0.0
2013-06-11,-0.0014214434063034578
2013-06-12,-0.0001563635430053483
2013-06-13,0.0
2013-06-14,0.0
2013-06-17,0.0
2013-06-18,0.0
2013-06-19,0.0
2013-06-20,0.007611644326029758
2013-06-21,-0.00015893425627712382
2013-06-24,0.00102153418933416
2013-06-25,-0.00015446100655037992
2013-06-26,0.0
2013-06-27,0.0
2013-06-28,0.0
2013-07-01,0.0
2013-07-02,0.0
2013-07-03,0.0
2013-07-05,0.0
2013-07-08,0.0
2013-07-09,0.0
2013-07-10,0.0
2013-07-11,0.0
2013-07-12,0.0017088975444508507
2013-07-15,-0.0001557317713073123
2013-07-16,0.0
2013-07-17,0.0
2013-07-18,0.0
2013-07-19,0.0
2013-07-22,0.0
2013-07-23,0.0
2013-07-24,0.0
2013-07-25,0.008665482627340654
2013-07-26,-0.0005552029258447434
2013-07-29,-0.0006433315511522619
2013-07-30,-0.00015817244159816726
2013-07-31,0.0
2013-08-01,0.0
2013-08-02,0.0005096660754722378
2013-08-05,-8.243130421164649e-05
2013-08-06,0.0
2013-08-07,0.0
2013-08-08,0.0
2013-08-09,0.0
2013-08-12,0.0
2013-08-13,0.0
2013-08-14,0.0
2013-08-15,0.0008762573112164094
2013-08-16,0.0010909630473048056
2013-08-19,-0.00018978040839099758
2013-08-20,0.0007593012281865072
2013-08-21,-0.00017386457489005865
2013-08-22,0.0
2013-08-23,0.0
2013-08-26,0.0
2013-08-27,0.00319117461323216
2013-08-28,-0.0032816784861794427
2013-08-29,-0.0001629444659971665
2013-08-30,0.0
2013-09-03,0.0
2013-09-04,0.0
2013-09-05,0.0
2013-09-06,0.0
2013-09-09,0.0
2013-09-10,0.0
2013-09-11,0.0
2013-09-12,0.0
2013-09-13,0.0
2013-09-16,0.0
2013-09-17,-0.00021333856665324436
2013-09-18,-0.00016132752368798798
2013-09-19,0.0
2013-09-20,0.0
2013-09-23,0.0
2013-09-24,0.0
2013-09-25,0.0
2013-09-26,0.0
2013-09-27,-0.002042150163947928
2013-09-30,-0.0009852068545863227
2013-10-01,-0.00015033180943734768
2013-10-02,0.0
2013-10-03,0.0
2013-10-04,0.0
2013-10-07,0.0
2013-10-08,0.0
2013-10-09,0.0
2013-10-10,0.0
2013-10-11,0.0
2013-10-14,0.0
2013-10-15,0.0016299484088135926
2013-10-16,-0.00016032433138556126
2013-10-17,0.0
2013-10-18,0.0
2013-10-21,0.0
2013-10-22,0.0
2013-10-23,0.0
2013-10-24,0.0
2013-10-25,0.0
2013-10-28,0.0
2013-10-29,0.0
2013-10-30,0.0
2013-10-31,0.0
2013-11-01,0.0
2013-11-04,0.0
2013-11-05,0.0
2013-11-06,0.0
2013-11-07,0.0
2013-11-08,0.0
2013-11-11,0.0
2013-11-12,0.0
2013-11-13,-0.0005500233045414829
2013-11-14,-0.00012454873162383296
2013-11-15,0.0
2013-11-18,0.0
2013-11-19,0.0
2013-11-20,0.0
2013-11-21,0.0
2013-11-22,0.0
2013-11-25,0.0
2013-11-26,0.0
2013-11-27,0.0
2013-11-29,0.0
2013-12-02,0.0
2013-12-03,-0.001408129021739893
2013-12-04,0.0003688938576256204
2013-12-05,0.0026410344668299575
2013-12-06,-0.00016640624749308288
2013-12-09,0.0
2013-12-10,0.0
2013-12-11,0.00019625898616389131
2013-12-12,-0.00013240461350153037
2013-12-13,0.0
2013-12-16,0.0
2013-12-17,0.0
2013-12-18,0.0
2013-12-19,0.0
2013-12-20,0.0
2013-12-23,0.0
2013-12-24,0.0
2013-12-26,0.0
2013-12-27,0.0
2013-12-30,0.0
2013-12-31,0.0
2014-01-02,0.0
2014-01-03,0.0
2014-01-06,0.0
2014-01-07,0.0
2014-01-08,0.0010492157169920673
2014-01-09,-0.0001359359742948144
2014-01-10,0.0
2014-01-13,0.0034238275774994844
2014-01-14,0.0035514505508225614
2014-01-15,-0.00017431082200783675
2014-01-16,0.0
2014-01-17,0.0013807951335647966
2014-01-21,-0.00017997603534071328
2014-01-22,0.0
2014-01-23,-0.005991674259291737
2014-01-24,-0.002165925025011449
2014-01-27,0.0038971439163049074
2014-01-28,-0.0009542663939035695
2014-01-29,0.0265278586620296
2014-01-30,-0.00015617268993111256
2014-01-31,0.0022528756869848766
2014-02-03,-0.0001639240541892236
2014-02-04,0.0
2014-02-05,-0.0015834959321117126
2014-02-06,-0.00019794114289679502
2014-02-07,0.0
2014-02-10,0.0
2014-02-11,0.0
2014-02-12,0.0
2014-02-13,0.0008547146487124159
2014-02-14,-0.00019999999999999998
2014-02-18,0.0
2014-02-19,0.0
2014-02-20,0.0
2014-02-21,0.0
2014-02-24,0.0
2014-02-25,0.0
2014-02-26,0.0
2014-02-27,0.0
2014-02-28,0.0
2014-03-03,0.0
2014-03-04,0.0
2014-03-05,0.0
2014-03-06,0.0
2014-03-07,0.0
2014-03-10,0.0
2014-03-11,0.0
2014-03-12,0.002152781149046487
2014-03-13,-0.0001841248673064987
2014-03-14,0.002111049425653798
2014-03-17,-0.00019451490980683817
2014-03-18,0.0
2014-03-19,0.0
2014-03-20,0.0
2014-03-21,0.0
2014-03-24,0.0
2014-03-25,0.0
2014-03-26,0.0
2014-03-27,0.0
2014-03-28,0.0
2014-03-31,0.0
2014-04-01,-0.000367794670470988
2014-04-02,0.00031184420834922115
2014-04-03,-0.00019999999999999998
2014-04-04,0.0
2014-04-07,0.0033775018840879836
2014-04-08,0.014912711672433885
2014-04-09,0.002179544740238845
2014-04-10,-0.003563894696390111
2014-04-11,0.005163797577338163
2014-04-14,-0.00018351187765955592
2014-04-15,0.0049254937745054255
2014-04-16,-0.00019575977987982665
2014-04-17,0.002409807069575139
2014-04-21,0.001744911360702069
2014-04-22,0.004599347698986477
2014-04-23,-0.00017396697367407508
2014-04-24,0.0023486741792443718
2014-04-25,0.0024881693106676194
2014-04-28,-0.00015329547503898928
2014-04-29,-0.0018846291452983683
2014-04-30,0.002555337821695269
2014-05-01,-0.00020000000000000006
2014-05-02,0.0
2014-05-05,-0.0003943675847714873
2014-05-06,-0.00018271579138848194
2014-05-07,0.0
2014-05-08,-0.0006084232835689925
2014-05-09,-0.00015996981795804265
2014-05-12,0.0
2014-05-13,0.0
2014-05-14,0.0
2014-05-15,0.0007755102292037932
2014-05-16,-0.00016553464406850258
2014-05-19,0.0
2014-05-20,0.0
2014-05-21,0.0
2014-05-22,0.0
2014-05-23,0.0
2014-05-27,0.0
2014-05-28,0.0
2014-05-29,0.0
2014-05-30,0.0
2014-06-02,0.0
2014-06-03,-0.000797651457771794
2014-06-04,0.000444434129800037
2014-06-05,-0.00016243513724241364
2014-06-06,0.0
2014-06-09,0.0
2014-06-10,0.0
2014-06-11,-1.0235303847278792e-05
2014-06-12,-0.0001610497101054505
2014-06-13,0.0
2014-06-16,0.0010404865379794262
2014-06-17,0.0006365986490747209
2014-06-18,-0.0002
2014-06-19,0.0
2014-06-20,0.0
2014-06-23,0.0
2014-06-24,8.934046322436954e-05
2014-06-25,0.0014507452424756331
2014-06-26,-0.0006464400589524833
2014-06-27,0.0022265109112332418
2014-06-30,-0.0001836452230232466
2014-07-01,0.0
2014-07-02,0.0
2014-07-03,0.0
2014-07-07,0.0
2014-07-08,0.00175968794487346
2014-07-09,-0.007086683808459165
2014-07-10,0.0024349904081275814
2014-07-11,0.002925077155552888
2014-07-14,-0.00016021495517161766
2014-07-15,0.0
2014-07-16,0.0
2014-07-17,0.0008990538658494717
2014-07-18,-0.00019476007087510856
2014-07-21,0.0018865332139970637
2014-07-22,-0.00015867616614913637
2014-07-23,0.0
2014-07-24,0.0
2014-07-25,0.0006315918238765004
2014-07-28,-0.0001732959040192357
2014-07-29,0.0
2014-07-30,0.0
2014-07-31,-0.0012829412930339375
2014-08-01,-0.0001394653882636683
2014-08-04,0.0
2014-08-05,-0.00037825201879932693
2014-08-06,0.0023519395577751385
2014-08-07,-0.00014819306027741966
2014-08-08,0.0
2014-08-11,0.0
2014-08-12,0.0
2014-08-13,0.0
2014-08-14,0.0
2014-08-15,0.0
2014-08-18,0.0
2014-08-19,0.0
2014-08-20,0.0
2014-08-21,0.0
2014-08-22,0.0
2014-08-25,0.0
2014-08-26,0.0
2014-08-27,0.0
2014-08-28,0.0
2014-08-29,0.0
2014-09-02,0.0
2014-09-03,0.0
2014-09-04,0.0
2014-09-05,7.25354808506838e-06
2014-09-08,-8.441813828930093e-05
2014-09-09,-0.00014548040580817753
2014-09-10,0.0
2014-09-11,0.0
2014-09-12,0.0
2014-09-15,0.0
2014-09-16,0.0010766025751620212
2014-09-17,-0.00016612291952432156
2014-09-18,0.0
2014-09-19,0.0
2014-09-22,-0.0007478792299477791
2014-09-23,0.0013343211624809955
2014-09-24,8.775975659125984e-05
2014-09-25,-0.00015671405864824348
2014-09-26,-0.0009697323068590737
2014-09-29,0.0017452570241302708
2014-09-30,-0.00017069275770795726
2014-10-01,0.0
2014-10-02,0.0
2014-10-03,0.0
2014-10-06,0.0
2014-10-07,0.0002850657246879953
2014-10-08,-0.000134255833544483
2014-10-09,0.0
2014-10-10,0.0
2014-10-13,0.0
2014-10-14,0.0
2014-10-15,-0.008476628990765157
2014-10-16,0.007537932687273131
2014-10-17,-0.00016441028676506594
2014-10-20,0.0
2014-10-21,0.0
2014-10-22,0.0
2014-10-23,0.0
2014-10-24,0.0
2014-10-27,0.0
2014-10-28,0.0
2014-10-29,0.0
2014-10-30,0.0
2014-10-31,0.0
2014-11-03,0.0
2014-11-04,0.0
2014-11-05,0.0
2014-11-06,0.0
2014-11-07,0.0
2014-11-10,0.0
2014-11-11,0.0
2014-11-12,0.0
2014-11-13,0.0
2014-11-14,0.0
2014-11-17,0.0
2014-11-18,0.0
2014-11-19,0.0
2014-11-20,0.0
2014-11-21,0.0
2014-11-24,0.0
2014-11-25,0.0
2014-11-26,0.0
2014-11-28,0.0
2014-12-01,-0.0015093968697392482
2014-12-02,-0.00017084561471873984
2014-12-03,-0.0029027697113997004
2014-12-04,-0.00017063844826170613
2014-12-05,0.0
2014-12-08,-0.004454520435586048
2014-12-09,-0.002914223711845489
2014-12-10,0.00042713477899752894
2014-12-11,-0.00015010750857242172
2014-12-12,0.0008388310903593424
2014-12-15,-0.00017894617925220073
2014-12-16,-0.004380780113435155
2014-12-17,-0.0001611704392021566
2014-12-18,0.0
2014-12-19,0.0
2014-12-22,0.0
2014-12-23,0.0
2014-12-24,0.0
2014-12-26,0.0
2014-12-29,0.0
2014-12-30,0.0
2014-12-31,0.0
2015-01-02,0.0
2015-01-05,-0.000877695557013558
2015-01-06,-0.00015380264333794292
2015-01-07,0.0
2015-01-08,0.0
2015-01-09,0.0
2015-01-12,0.0
2015-01-13,0.0
2015-01-14,0.000641441572163741
2015-01-15,-0.0001524003700958229
2015-01-16,0.0006771587320552781
2015-01-20,-0.00012778079643809505
2015-01-21,0.002289466508135043
2015-01-22,-0.00014529964212870963
2015-01-23,0.0
2015-01-26,0.0
2015-01-27,0.0
2015-01-28,0.0
2015-01-29,0.0
2015-01-30,0.003070208857492954
2015-02-02,-0.00016538754408687684
2015-02-03,0.0
2015-02-04,0.0
2015-02-05,0.0
2015-02-06,0.0
2015-02-09,0.0
2015-02-10,0.0
2015-02-11,0.0
2015-02-12,0.0
2015-02-13,0.0
2015-02-17,0.0
2015-02-18,0.0
2015-02-19,0.0
2015-02-20,0.0
2015-02-23,0.0
2015-02-24,0.0
2015-02-25,0.0
2015-02-26,0.0
2015-02-27,0.0
2015-03-02,0.0
2015-03-03,0.0
2015-03-04,0.0
2015-03-05,0.0
2015-03-06,0.0
2015-03-09,0.0
2015-03-10,0.0
2015-03-11,0.0
2015-03-12,0.0
2015-03-13,0.0
2015-03-16,0.0
2015-03-17,0.0
2015-03-18,0.0
2015-03-19,0.0
2015-03-20,0.0
2015-03-23,0.0
2015-03-24,0.0
2015-03-25,0.0
2015-03-26,0.0
2015-03-27,0.0
2015-03-30,0.0
2015-03-31,0.0
2015-04-01,0.0
2015-04-02,0.0
2015-04-06,0.0
2015-04-07,0.0
2015-04-08,0.0
2015-04-09,0.0
2015-04-10,0.0
2015-04-13,0.0
2015-04-14,0.0
2015-04-15,0.0
2015-04-16,0.0
2015-04-17,0.0
2015-04-20,0.0
2015-04-21,0.0
2015-04-22,0.0
2015-04-23,0.0
2015-04-24,0.0
2015-04-27,0.0
2015-04-28,0.0
2015-04-29,0.0
2015-04-30,0.0
2015-05-01,0.0
2015-05-04,0.0
2015-05-05,0.0
2015-05-06,0.0
2015-05-07,0.0
2015-05-08,0.0
2015-05-11,0.0
2015-05-12,0.0
2015-05-13,0.0
2015-05-14,0.0
2015-05-15,0.0
2015-05-18,0.0
2015-05-19,0.0
2015-05-20,0.0
2015-05-21,0.0
2015-05-22,0.0
2015-05-26,0.0
2015-05-27,0.0
2015-05-28,0.0
2015-05-29,0.0
2015-06-01,0.0
2015-06-02,0.0
2015-06-03,0.0
2015-06-04,0.0
2015-06-05,0.0
2015-06-08,0.0
2015-06-09,0.0
2015-06-10,0.0
2015-06-11,0.0
2015-06-12,0.0
2015-06-15,0.0
2015-06-16,0.0
2015-06-17,0.0
2015-06-18,0.0
2015-06-19,0.0
2015-06-22,0.0
2015-06-23,0.0
2015-06-24,0.0
2015-06-25,0.0
2015-06-26,0.0
2015-06-29,0.0
2015-06-30,0.0
2015-07-01,0.0
2015-07-02,0.0
2015-07-06,2.2941973523837366e-05
2015-07-07,-0.0001716008330802636
2015-07-08,0.0
2015-07-09,0.0
2015-07-10,0.0
2015-07-13,0.0
2015-07-14,0.0
2015-07-15,0.0
2015-07-16,0.0
2015-07-17,0.003080065250824905
2015-07-20,-0.0001810339864497379
2015-07-21,0.0
2015-07-22,0.0
2015-07-23,0.0
2015-07-24,0.0
2015-07-27,0.0030087013542024563
2015-07-28,-0.00015972388877265605
2015-07-29,0.0
2015-07-30,0.0
2015-07-31,0.0
2015-08-03,0.0
2015-08-04,0.0
2015-08-05,0.0
2015-08-06,0.0
2015-08-07,0.0027751496907749466
2015-08-10,-0.00019999999999999998
2015-08-11,-0.0032068865776315137
2015-08-12,-0.0007934371381806985
2015-08-13,-0.00014306135458579735
2015-08-14,-4.722451575599842e-05
2015-08-17,1.9557537890981457e-05
2015-08-18,-0.00015142989604286172
2015-08-19,-0.002944328012799727
2015-08-20,-0.009773950339100907
2015-08-21,-0.030015666941725035
2015-08-24,0.014071552143482728
2015-08-25,0.00756696622820023
2015-08-26,0.004798148889596838
2015-08-27,-0.004319241433775378
2015-08-28,-0.004308411954241557
2015-08-31,-0.005747376005043534
2015-09-01,0.003127723829449552
2015-09-02,0.0011332187033156079
2015-09-03,-0.00014939205013331081
