aum_label,aum,cap_setting,net_ann_ret_pct,net_ann_vol_pct,net_sharpe,gross_sharpe,max_drawdown_pct,avg_daily_turnover_one_way_pct,avg_gross_exposure_pct,peak_gross_exposure_pct,frac_days_below_95pct_gross_pct,trade_cost_ann_bps,borrow_cost_ann_bps,active_days,total_days
50m,50000000.0,5pct_adv_cap,0.7621690400056171,2.466055380213232,0.30906404054061226,0.8913073920027579,-6.524673733656372,12.031592889496572,14.039735099337749,100.00000000000003,85.96026490066225,142.48990606788144,2.8079470198675494,424,3020
250m,250000000.0,5pct_adv_cap,0.8058557990239046,2.4767205131342123,0.3253721179884442,0.9051994886252283,-6.777466227615625,11.986836583505596,14.039735099337749,100.00000000000003,85.96026490066225,142.5692285758436,2.80794701986755,424,3020
1b,1000000000.0,5pct_adv_cap,1.883435312328679,2.6951053974349004,0.6988354941967249,1.1487117764065153,-5.012406590005725,10.183109679685499,12.012004019624218,100.00000000000003,95.86092715231787,122.16539274276623,2.1223975662685133,424,3020
50m,50000000.0,no_cap,0.7518626102100351,2.4695595001853685,0.3044521138905944,0.8859583012784102,-6.524673733656328,12.03214321100209,14.039735099337749,100.00000000000003,85.96026490066225,142.4870977047678,2.8079470198675494,424,3020
250m,250000000.0,no_cap,0.751862610210034,2.4695595001853685,0.30445211389059396,0.8859583012784098,-6.524673733656328,12.03214321100209,14.039735099337749,100.00000000000003,85.96026490066225,142.4870977047678,2.80794701986755,424,3020
1b,1000000000.0,no_cap,0.751862610210034,2.4695595001853685,0.30445211389059396,0.8859583012784098,-6.524673733656328,12.03214321100209,14.039735099337749,100.00000000000003,85.96026490066225,142.4870977047678,2.80794701986755,424,3020
